60,215,19.5
8,41,13
160,189,39
28,91,0
196,54,38
254,47,12.66
103,157,38
10,227,38
3,16,38
36,133,38
82,20,38
50,5,18.5
11,6,18.5
12,16,37
52,117,9.25
168,185,18.5
16,0,37
9,4,18.5
268,10,36
74,33,18
11,110,18
38,9,18
70,10,18
70,9,36
103,65,7.2
60,220,36
13,62,17.5
33,2,11.66
38,256,35
2,256,17.5
70,11,17.5
88,91,35
97,24,11.66
75,14,0
0,18,35
87,11,8.5
183,69,34
128,75,17
38,68,17
5,23,0
29,176,8.5
27,114,34
13,23,16.5
144,54,16.5
1,19,8.25
5,19,16.5
83,54,6.6
54,65,5.5
11,16,33
65,40,16.5
87,13,16
13,147,32
128,20,10.66
106,29,32
1,126,16
1,169,32
1,18,32
86,10,32
51,0,32
28,54,32
25,52,32
121,6,32
68,61,10.66
12,58,32
202,40,32
22,0,16
92,169,31
92,40,10.33
27,41,10.33
24,38,31
51,82,10.33
159,19,15.5
3,47,31
220,219,15.5
87,202,0
112,10,30
196,240,30
144,3,30
103,25,15
177,3,30
8,4,30
88,245,30
2,58,30
183,75,29
86,127,14.5
101,189,29
84,153,29
208,51,0
28,14,28
128,4,28
11,54,5.6
51,3,28
83,140,14
162,47,28
152,114,28
195,220,28
29,220,14
13,133,0
183,27,27
268,65,13.5
2,158,27
2,101,13.5
63,59,27
13,101,13
196,51,26
103,220,5.2
30,1,26
8,40,26
8,8,0
62,68,13
117,65,5.2
87,65,6.25
96,16,12.5
257,220,25
32,11,25
27,51,12.5
2,198,12.5
29,65,12.5
51,4,25
142,245,25
133,189,0
12,4,25
87,276,24
163,205,24
74,9,12
21,93,12
144,5,24
29,185,24
60,10,12
177,47,12
88,24,24
160,44,0
52,0,8
0,15,12
87,0,5.75
13,93,23
259,11,11.5
50,3,23
1,69,5.75
1,153,0
39,4,23
83,13,11.5
10,164,23
23,121,23
210,88,23
25,36,11.5
62,45,23
97,245,0
256,16,23
12,46,23
33,202,23
92,1,22
128,24,22
254,127,5.5
63,20,22
11,45,22
160,263,22
6,213,11
183,8,21
259,6,21
34,51,21
11,176,7
2,61,21
29,63,21
29,110,10.5
86,22,21
86,86,21
274,44,21
12,0,21
91,20,10.5
45,34,7
28,142,6.66
28,6,10
28,75,20
163,25,10
51,245,20
60,25,10
60,93,20
234,127,20
69,9,20
13,68,19
267,6,19
74,45,19
14,168,19
29,8,9.5
29,1,4.75
3,88,19
83,176,9.5
274,101,9.5
25,1,9.5
25,59,6.33
7,20,19
20,58,0
44,65,6.33
75,58,19
84,40,19
24,114,19
16,100,19
87,92,18
87,169,18
147,43,18
7,62,18
163,54,9
273,220,9
70,207,0
10,11,0
182,220,0
176,110,18
185,6,0
6,110,18
263,16,18
189,16,9
28,84,8.5
246,11,17
136,209,17
1,234,4.25
1,240,8.5
5,8,17
5,47,3.4
29,4,17
54,46,5.66
159,44,17
62,123,8.5
160,101,17
36,52,17
168,84,8.5
68,68,17
185,84,8.5
87,50,0
13,38,16
96,93,16
79,2,16
7,7,16
205,86,16
128,8,16
38,127,16
259,63,16
38,34,5.33
29,13,8
266,182,5.33
25,215,3.2
152,46,16
47,44,0
69,0,16
87,240,7.5
257,10,7.5
28,97,15
7,74,15
7,101,15
205,65,15
196,25,5
196,176,15
11,97,0
14,6,3.75
2,213,15
2,43,7.5
51,40,7.5
11,76,15
25,69,15
25,117,5
62,66,15
123,43,15
244,16,15
84,110,5
64,66,14
112,44,7
267,7,0
92,14,14
74,121,7
21,6,14
11,69,14
86,86,14
51,168,14
25,44,14
182,47,4.66
159,213,7
168,46,14
7,4,14
59,245,7
127,220,3.5
93,6,14
87,4,6.5
87,4,13
13,74,4.33
13,70,6.5
96,60,6.5
112,7,13
267,101,13
163,60,6.5
1,6,13
29,3,4.33
28,59,0
103,40,13
10,215,6.5
23,9,6.5
133,6,13
68,6,13
6,153,13
240,153,13
240,13,6.5
20,41,13
123,101,13
123,76,13
208,114,0
13,112,0
112,195,0
7,268,12
10,10,12
74,150,0
74,62,6
40,31,12
38,65,12
259,142,12
29,202,12
60,49,12
10,65,6
142,185,6
160,244,12
97,84,4
52,93,0
7,41,12
133,44,12
149,213,12
0,215,6
257,25,11
147,45,3.66
183,46,11
1,25,11
24,9,11
86,148,11
10,189,11
54,127,11
88,84,11
39,25,11
62,76,5.5
176,65,5.5
87,144,10
87,177,10
7,177,5
163,15,10
268,52,3.33
41,25,10
128,97,10
259,1,10
26,88,10
5,157,10
29,168,10
29,240,10
3,2,10
28,169,10
103,39,10
103,127,10
177,65,0
54,114,10
266,47,0
266,127,10
36,65,3.33
82,24,5
47,35,10
42,127,10
185,40,10
44,195,5
195,101,10
198,6,10
9,31,10
7,229,9
74,11,9
21,36,9
161,60,0
161,220,0
161,65,3
11,11,9
11,82,9
144,127,9
1,23,9
222,220,9
29,69,4.5
194,10,9
51,176,4.5
51,24,9
177,177,9
169,25,0
54,69,9
8,220,4.5
88,114,9
97,114,3
283,127,3
176,59,9
176,84,9
168,248,0
133,93,9
45,101,4.5
157,219,0
195,16,9
19,220,9
220,6,9
110,4,4.5
87,44,8
13,81,8
13,195,4
28,29,8
28,54,8
28,82,4
40,145,8
161,182,2.66
254,144,8
50,0,8
144,103,0
43,51,8
5,7,8
177,25,8
8,59,8
182,127,4
160,133,8
176,241,8
133,101,0
20,2,0
240,4,0
158,34,4
93,195,8
4,15,8
76,9,8
87,15,7
87,185,3.5
96,268,7
257,44,7
147,207,7
10,44,0
10,101,7
246,91,7
33,9,7
273,0,7
11,25,7
11,114,7
63,188,7
11,9,7
19,3,7
36,195,0
1,153,7
185,199,7
127,157,7
12,2,3.5
195,189,7
16,65,7
153,199,7
112,220,0
267,62,6
28,3,6
7,10,6
7,21,6
74,160,0
128,88,3
128,82,6
246,32,6
259,46,6
46,182,6
11,168,6
11,18,0
26,46,6
14,54,6
14,114,6
2,70,6
2,31,6
43,7,0
194,101,3
5,63,6
3,63,6
10,47,6
23,274,0
274,52,6
25,240,6
186,65,6
176,185,6
176,75,3
69,202,6
6,58,6
84,46,6
87,69,2.5
87,110,5
96,133,5
147,150,5
7,45,5
163,196,5
163,169,0
205,220,0
92,4,5
81,62,5
254,157,5
273,29,5
273,60,5
50,4,5
106,1,5
46,234,5
46,25,0
144,12,5
144,176,5
29,241,5
260,25,2.5
260,283,2.5
83,65,5
177,23,5
169,40,5
23,6,0
121,256,5
160,36,0
12,65,5
97,20,5
283,276,5
52,52,5
52,189,5
52,149,5
176,46,5
185,153,5
59,114,5
44,263,5
44,244,5
33,40,5
4,220,5
87,254,4
13,61,4
257,234,2
257,215,0
28,248,4
28,9,4
7,205,4
7,274,4
7,182,4
7,287,0
183,29,4
183,54,0
40,9,4
246,114,4
161,117,0
273,54,4
1,36,4
70,43,4
260,127,4
194,164,2
5,20,4
51,54,4
51,7,4
51,110,4
83,110,4
23,149,4
27,88,4
160,6,0
47,117,4
176,168,4
176,153,4
168,153,4
168,114,0
7,2,0
117,101,4
148,19,2
140,0,4
46,15,4
87,127,3
96,86,3
257,65,1.5
28,245,3
147,23,3
147,9,3
7,161,1.5
92,59,3
21,133,3
259,240,1.5
259,110,0
259,40,3
254,219,0
106,25,3
106,12,3
11,11,3
144,40,3
1,8,3
5,25,1.5
5,13,3
70,249,1
29,283,3
86,182,3
3,120,0
28,63,3
83,169,3
177,19,3
234,0,3
54,1,1.5
8,3,3
274,160,0
25,110,3
36,189,3
66,61,3
186,127,3
82,91,3
52,19,3
176,240,3
176,40,3
185,110,1.5
44,189,0
44,164,3
12,9,3
93,213,3
2,4,3
153,110,1.5
65,215,3
87,28,2
89,6,2
79,7,2
163,92,2
49,86,2
246,88,2
259,153,2
254,234,2
273,5,2
144,65,2
150,249,2
1,182,2
50,274,2
29,3,2
29,88,0
29,16,2
29,18,2
260,65,2
194,189,2
51,51,2
103,162,2
103,44,2
83,240,2
54,4,2
19,220,2
210,97,2
27,20,2
142,75,2
142,114,2
182,283,1
1,185,2
52,220,2
185,75,0
44,117,2
46,9,2
208,97,1
64,13,1
87,18,1
13,44,1
13,189,1
96,65,0
28,185,1
147,2,0.5
268,44,1
92,65,1
128,51,1
128,12,1
38,25,1
161,127,1
254,12,1
273,1,1
46,127,1
11,26,1
11,185,0.5
11,41,1
11,9,1
5,63,1
70,76,1
43,8,1
29,84,1
260,182,1
86,283,1
86,16,1
3,41,1
83,63,1
83,16,1
83,18,1
10,160,1
63,153,1
8,4,1
23,249,1
88,82,0
25,101,1
3,220,1
82,84,1
1,219,1
176,6,1
20,24,1
68,76,1
12,20,0.5
195,19,1
101,100,1
153,0,1
110,13,1
18,40,0
208,245,0
87,33,0
87,153,0
13,76,0
89,9,0
257,161,0
257,160,0
257,36,0
257,127,0
257,16,0
267,10,0
267,160,0
79,10,0
28,20,0
163,65,0
92,5,0
92,69,0
74,70,0
74,52,0
74,133,0
128,114,0
161,1,0
27,12,0
26,248,0
150,70,0
150,207,0
1,25,0
1,176,0
14,30,0
15,59,0
2,62,0
2,133,0
5,91,0
86,42,0
51,20,0
39,0,0
60,162,0
60,8,0
162,25,0
234,65,0
54,168,0
54,240,0
209,76,0
210,91,0
210,114,0
88,20,0
142,84,0
142,40,0
25,276,0
121,101,0
160,16,0
12,40,0
42,220,0
20,20,0
20,46,0
44,215,0
127,117,0
20,9,0
44,65,0
4,13,0
